 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
      40.200  4.5095187E-03  4.1576395E-03 -2.2909741E-04 -2.1122086E-04
      40.400 -3.2859711E-03 -3.0293937E-03 -7.2789190E-03 -6.7105615E-03
      40.600 -1.1514661E-02 -1.0615043E-02 -1.4679858E-02 -1.3532950E-02
      40.800 -2.0052792E-02 -1.8485337E-02 -2.2367359E-02 -2.0618982E-02
      41.000 -2.8775022E-02 -2.6524879E-02 -3.0274803E-02 -2.7907380E-02
      41.200 -3.7564835E-02 -3.4626431E-02 -3.8334473E-02 -3.5335867E-02
      41.400 -4.6322999E-02 -4.2698705E-02 -4.6478434E-02 -4.2841980E-02
      41.600 -5.4973141E-02 -5.0671489E-02 -5.4639727E-02 -5.0364165E-02
      41.800 -6.3462533E-02 -5.8496364E-02 -6.2752839E-02 -5.7842206E-02
      42.000 -7.1759370E-02 -6.6144190E-02 -7.0754648E-02 -6.5218087E-02
      42.200 -7.9846193E-02 -7.3599043E-02 -7.8584815E-02 -7.2436355E-02
      42.400 -8.7711249E-02 -8.0850250E-02 -8.6186061E-02 -7.9444366E-02
      42.600 -9.5339886E-02 -8.7884453E-02 -9.3504719E-02 -8.6192794E-02
      42.800 -1.0270671E-01 -9.4678383E-02 -1.0049063E-01 -9.2635522E-02
      43.000 -1.0977115E-01 -1.0119475E-01 -1.0709752E-01 -9.8730013E-02
      43.200 -1.1647628E-01 -1.0738120E-01 -1.1328303E-01 -1.0443730E-01
      43.400 -1.2275159E-01 -1.1317280E-01 -1.1900873E-01 -1.0972201E-01
      43.600 -1.2851935E-01 -1.1849792E-01 -1.2424046E-01 -1.1455269E-01
      43.800 -1.3370255E-01 -1.2328560E-01 -1.2894826E-01 -1.1890173E-01
      44.000 -1.3823398E-01 -1.2747384E-01 -1.3310675E-01 -1.2274571E-01
      44.200 -1.4206382E-01 -1.3101662E-01 -1.3669522E-01 -1.2606549E-01
      44.400 -1.4516483E-01 -1.3388874E-01 -1.3969775E-01 -1.2884633E-01
      44.600 -1.4753431E-01 -1.3608758E-01 -1.4210345E-01 -1.3107808E-01
