 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
      17.600  2.1538242E-01  2.0624377E-01  2.2457211E-01  2.1504354E-01
      17.800  1.4374687E-01  1.3759592E-01  1.5504854E-01  1.4841399E-01
      18.000  7.9700811E-02  7.6261437E-02  9.1066192E-02  8.7136361E-02
      18.200  2.3040926E-02  2.2038183E-02  3.2622993E-02  3.1203238E-02
      18.400 -2.7700753E-02 -2.6484977E-02 -2.0391427E-02 -1.9496455E-02
      18.600 -7.4261659E-02 -7.0974683E-02 -6.8180598E-02 -6.5162782E-02
      18.800 -1.1755112E-01 -1.1230395E-01 -1.1102218E-01 -1.0606644E-01
      19.000 -1.5722037E-01 -1.5014303E-01 -1.4924166E-01 -1.4252348E-01
      19.200 -1.9217975E-01 -1.8345552E-01 -1.8318897E-01 -1.7487288E-01
      19.400 -2.2165742E-01 -2.1151006E-01 -2.1322447E-01 -2.0346316E-01
      19.600 -2.4601384E-01 -2.3465654E-01 -2.3970949E-01 -2.2864323E-01
      19.800 -2.6673023E-01 -2.5431302E-01 -2.6300072E-01 -2.5075713E-01
      20.000 -2.8558760E-01 -2.7218100E-01 -2.8343858E-01 -2.7013286E-01
      20.200 -3.0363424E-01 -2.8926124E-01 -3.0133015E-01 -2.8706621E-01
      20.400 -3.2067418E-01 -3.0536799E-01 -3.1693340E-01 -3.0180576E-01
      20.600 -3.3561790E-01 -3.1946528E-01 -3.3044982E-01 -3.1454593E-01
      20.800 -3.4742307E-01 -3.3056382E-01 -3.4203413E-01 -3.2543638E-01
      21.000 -3.5594403E-01 -3.3852877E-01 -3.5181646E-01 -3.3460316E-01
      21.200 -3.6210203E-01 -3.4423990E-01 -3.5992739E-01 -3.4217255E-01
      21.400 -3.6728970E-01 -3.4902345E-01 -3.6651308E-01 -3.4828545E-01
      21.600 -3.7246527E-01 -3.5379077E-01 -3.7173252E-01 -3.5309476E-01
      21.800 -3.7759232E-01 -3.5850733E-01 -3.7574145E-01 -3.5675001E-01
      22.000 -3.8180529E-01 -3.6235174E-01 -3.7867356E-01 -3.5937958E-01
      22.200 -3.8414985E-01 -3.6441986E-01 -3.8063186E-01 -3.6108256E-01
      22.400 -3.8434545E-01 -3.6444796E-01 -3.8169560E-01 -3.6193530E-01
      22.600 -3.8302567E-01 -3.6303928E-01 -3.8193746E-01 -3.6200785E-01
      22.800 -3.8130984E-01 -3.6125616E-01 -3.8143980E-01 -3.6137928E-01
      23.000 -3.8004265E-01 -3.5989907E-01 -3.8029923E-01 -3.6014205E-01
      23.200 -3.7926188E-01 -3.5900327E-01 -3.7861691E-01 -3.5839275E-01
      23.400 -3.7826553E-01 -3.5790399E-01 -3.7648098E-01 -3.5621550E-01
      23.600 -3.7620268E-01 -3.5579679E-01 -3.7395261E-01 -3.5366876E-01
      23.800 -3.7273801E-01 -3.5236603E-01 -3.7106385E-01 -3.5078337E-01
      24.000 -3.6830570E-01 -3.4802377E-01 -3.6782828E-01 -3.4757264E-01
      24.200 -3.6378547E-01 -3.4360217E-01 -3.6425729E-01 -3.4404781E-01
      24.400 -3.5986001E-01 -3.3974591E-01 -3.6037195E-01 -3.4022923E-01
      24.600 -3.5653615E-01 -3.3646075E-01 -3.5620492E-01 -3.3614816E-01
      24.800 -3.5317566E-01 -3.3314393E-01 -3.5179272E-01 -3.3183943E-01
      25.000 -3.4899847E-01 -3.2906007E-01 -3.4716565E-01 -3.2733195E-01
      25.200 -3.4367629E-01 -3.2390078E-01 -3.4234272E-01 -3.2264394E-01
      25.400 -3.3757850E-01 -3.1801548E-01 -3.3733484E-01 -3.1778594E-01
      25.600 -3.3149975E-01 -3.1215344E-01 -3.3215433E-01 -3.1276981E-01
      25.800 -3.2608181E-01 -3.0691870E-01 -3.2682374E-01 -3.0761703E-01
      26.000 -3.2136303E-01 -3.0234657E-01 -3.2137907E-01 -3.0236166E-01
      26.200 -3.1678406E-01 -2.9791018E-01 -3.1586488E-01 -2.9704577E-01
      26.400 -3.1163721E-01 -2.9294415E-01 -3.1032491E-01 -2.9171057E-01
      26.600 -3.0561916E-01 -2.8716418E-01 -3.0479319E-01 -2.8638808E-01
      26.800 -2.9907582E-01 -2.8089620E-01 -2.9928948E-01 -2.8109687E-01
      27.000 -2.9276047E-01 -2.7484805E-01 -2.9382074E-01 -2.7584344E-01
      27.200 -2.8728610E-01 -2.6959469E-01 -2.8838570E-01 -2.7062658E-01
      27.400 -2.8267752E-01 -2.6515840E-01 -2.8298006E-01 -2.6544219E-01
      27.600 -2.7835238E-01 -2.6099212E-01 -2.7759982E-01 -2.6028650E-01
      27.800 -2.7354419E-01 -2.5637715E-01 -2.7224191E-01 -2.5515660E-01
      28.000 -2.6785803E-01 -2.5094407E-01 -2.6690361E-01 -2.5004992E-01
      28.200 -2.6155323E-01 -2.4493673E-01 -2.6158065E-01 -2.4496240E-01
      28.400 -2.5534900E-01 -2.3902908E-01 -2.5626524E-01 -2.3988675E-01
      28.600 -2.4989574E-01 -2.3382956E-01 -2.5094424E-01 -2.3481065E-01
      28.800 -2.4529526E-01 -2.2943254E-01 -2.4559783E-01 -2.2971554E-01
      29.000 -2.4101640E-01 -2.2534042E-01 -2.4020084E-01 -2.2457790E-01
      29.200 -2.3626358E-01 -2.2080929E-01 -2.3472654E-01 -2.1937279E-01
      29.400 -2.3053174E-01 -2.1536783E-01 -2.2915291E-01 -2.1407970E-01
      29.600 -2.2395034E-01 -2.0913797E-01 -2.2346806E-01 -2.0868759E-01
      29.800 -2.1717470E-01 -2.0273234E-01 -2.1767104E-01 -2.0319567E-01
      30.000 -2.1091010E-01 -1.9680923E-01 -2.1176648E-01 -1.9760835E-01
      30.200 -2.0541075E-01 -1.9160516E-01 -2.0575351E-01 -1.9192489E-01
      30.400 -2.0030657E-01 -1.8677423E-01 -1.9961459E-01 -1.8612899E-01
      30.600 -1.9486809E-01 -1.8163602E-01 -1.9331034E-01 -1.8018405E-01
      30.800 -1.8850665E-01 -1.7564237E-01 -1.8678471E-01 -1.7403793E-01
      31.000 -1.8115001E-01 -1.6872686E-01 -1.7998080E-01 -1.6763783E-01
      31.200 -1.7323574E-01 -1.6129784E-01 -1.7286098E-01 -1.6094891E-01
      31.400 -1.6535132E-01 -1.5390259E-01 -1.6542351E-01 -1.5396978E-01
      31.600 -1.5780128E-01 -1.4682433E-01 -1.5770783E-01 -1.4673739E-01
      31.800 -1.5042164E-01 -1.3991015E-01 -1.4978524E-01 -1.3931822E-01
      32.000 -1.4276698E-01 -1.3274561E-01 -1.4173888E-01 -1.3178968E-01
      32.200 -1.3451117E-01 -1.2502776E-01 -1.3363951E-01 -1.2421755E-01
      32.400 -1.2574741E-01 -1.1684365E-01 -1.2552683E-01 -1.1663869E-01
      32.600 -1.1695209E-01 -1.0863614E-01 -1.1740261E-01 -1.0905462E-01
      32.800 -1.0863414E-01 -1.0087771E-01 -1.0923706E-01 -1.0143758E-01
      33.000 -1.0093353E-01 -9.3697782E-02 -1.0098653E-01 -9.3746988E-02
      33.200 -9.3475966E-02 -8.6748350E-02 -9.2615258E-02 -8.5949588E-02
      33.400 -8.5609190E-02 -7.9423956E-02 -8.4114802E-02 -7.8037537E-02
      33.600 -7.6863884E-02 -7.1289543E-02 -7.5514115E-02 -7.0037662E-02
      33.800 -6.7314091E-02 -6.2414345E-02 -6.6878024E-02 -6.2010019E-02
      34.000 -5.7574872E-02 -5.3368984E-02 -5.8294503E-02 -5.4036045E-02
      34.200 -4.8429033E-02 -4.4878869E-02 -4.9854570E-02 -4.6199905E-02
      34.400 -4.0338352E-02 -3.7371203E-02 -4.1632466E-02 -3.8570127E-02
      34.600 -3.3174076E-02 -3.0725807E-02 -3.3671568E-02 -3.1186584E-02
      34.800 -2.6348214E-02 -2.4397421E-02 -2.5981661E-02 -2.4058007E-02
      35.000 -1.9244532E-02 -1.7815219E-02 -1.8547761E-02 -1.7170198E-02
      35.200 -1.1643169E-02 -1.0775784E-02 -1.1346618E-02 -1.0501326E-02
      35.400 -3.8482623E-03 -3.5607302E-03 -4.3655120E-03 -4.0393324E-03
      35.600  3.5547784E-03  3.2884144E-03  2.3843424E-03  2.2056806E-03
      35.800  1.0120213E-02  9.3597914E-03  8.8631589E-03  8.1971912E-03
      36.000  1.5831465E-02  1.4638719E-02  1.5007745E-02  1.3877058E-02
      36.200  2.1056347E-02  1.9465853E-02  2.0743915E-02  1.9177021E-02
      36.400  2.6214364E-02  2.4229316E-02  2.6000616E-02  2.4031754E-02
      36.600  3.1413530E-02  2.9029063E-02  3.0721934E-02  2.8389964E-02
      36.800  3.6330088E-02  3.3566050E-02  3.4873013E-02  3.2219831E-02
      37.000  4.0421648E-02  3.7339490E-02  3.8439121E-02  3.5508131E-02
      37.200  4.3315723E-02  4.0005859E-02  4.1418866E-02  3.8253946E-02
      37.400  4.5083900E-02  4.1631907E-02  4.3813465E-02  4.0458748E-02
      37.600  4.6194649E-02  4.2650727E-02  4.5615957E-02  4.2116430E-02
      37.800  4.7170867E-02  4.3545343E-02  4.6803604E-02  4.3206307E-02
      38.000  4.8195265E-02  4.4484478E-02  4.7336758E-02  4.3692071E-02
      38.200  4.8948095E-02  4.5173046E-02  4.7165328E-02  4.3527772E-02
      38.400  4.8798394E-02  4.5028946E-02  4.6241149E-02  4.2669236E-02
      38.600  4.7219243E-02  4.3566349E-02  4.4531990E-02  4.1086982E-02
      38.800  4.4138231E-02  4.0718916E-02  4.2031573E-02  3.8775457E-02
      39.000  3.9980272E-02  3.6879023E-02  3.8761399E-02  3.5754697E-02
      39.200  3.5376026E-02  3.2628592E-02  3.4763384E-02  3.2063530E-02
      39.400  3.0742721E-02  2.8352444E-02  3.0087207E-02  2.7747897E-02
      39.600  2.6028035E-02  2.4002240E-02  2.4778149E-02  2.2849633E-02
      39.800  2.0788699E-02  1.9169163E-02  1.8871685E-02  1.7401493E-02
      40.000  1.4538190E-02  1.3404634E-02  1.2397037E-02  1.1430428E-02
      40.200  7.1132939E-03  6.5582412E-03  5.3867459E-03  4.9664164E-03
      40.400 -1.1942625E-03 -1.1010112E-03 -2.1129323E-03 -1.9479489E-03
      40.600 -9.8234584E-03 -9.0559708E-03 -1.0037860E-02 -9.2536219E-03
      40.800 -1.8303425E-02 -1.6872712E-02 -1.8309634E-02 -1.6878436E-02
      41.000 -2.6530038E-02 -2.4455448E-02 -2.6845863E-02 -2.4746576E-02
      41.200 -3.4770597E-02 -3.2050765E-02 -3.5570307E-02 -3.2787920E-02
      41.400 -4.3407835E-02 -4.0011623E-02 -4.4417229E-02 -4.0942042E-02
      41.600 -5.2616783E-02 -4.8499517E-02 -5.3327754E-02 -4.9154854E-02
      41.800 -6.2204132E-02 -5.7336437E-02 -6.2239451E-02 -5.7368992E-02
      42.000 -7.1714568E-02 -6.6102894E-02 -7.1076439E-02 -6.5514698E-02
      42.200 -8.0711657E-02 -7.4396793E-02 -7.9745334E-02 -7.3506075E-02
      42.400 -8.9023048E-02 -8.2059436E-02 -8.8140712E-02 -8.1246120E-02
      42.600 -9.6777912E-02 -8.9210028E-02 -9.6158869E-02 -8.8639393E-02
      42.800 -1.0422415E-01 -9.6077208E-02 -1.0371309E-01 -9.5606096E-02
      43.000 -1.1147708E-01 -1.0276740E-01 -1.1074489E-01 -1.0209242E-01
      43.200 -1.1839292E-01 -1.0914818E-01 -1.1722560E-01 -1.0807201E-01
      43.400 -1.2465971E-01 -1.1493202E-01 -1.2314857E-01 -1.1353880E-01
      43.600 -1.3002967E-01 -1.1989048E-01 -1.2851625E-01 -1.1849507E-01
      43.800 -1.3450882E-01 -1.2402906E-01 -1.3332728E-01 -1.2293958E-01
      44.000 -1.3835442E-01 -1.2758490E-01 -1.3756991E-01 -1.2686146E-01
      44.200 -1.4187666E-01 -1.3084402E-01 -1.4122299E-01 -1.3024117E-01
      44.400 -1.4519217E-01 -1.3391396E-01 -1.4426330E-01 -1.3305724E-01
      44.600 -1.4811728E-01 -1.3662532E-01 -1.4667505E-01 -1.3529498E-01
      44.800 -1.5028724E-01 -1.3864154E-01 -1.4845594E-01 -1.3695215E-01
      45.000 -1.5142051E-01 -1.3970270E-01 -1.4961736E-01 -1.3803909E-01
      45.200 -1.5153499E-01 -1.3982499E-01 -1.5017803E-01 -1.3857290E-01
      45.400 -1.5095320E-01 -1.3930572E-01 -1.5015466E-01 -1.3856879E-01
      45.600 -1.5008390E-01 -1.3852189E-01 -1.4955429E-01 -1.3803307E-01
      45.800 -1.4913167E-01 -1.3766220E-01 -1.4837275E-01 -1.3696165E-01
      46.000 -1.4794316E-01 -1.3658504E-01 -1.4660057E-01 -1.3534553E-01
      46.200 -1.4610634E-01 -1.3490982E-01 -1.4423416E-01 -1.3318110E-01
      46.400 -1.4324048E-01 -1.3228459E-01 -1.4128701E-01 -1.3048054E-01
      46.600 -1.3927725E-01 -1.2864576E-01 -1.3779507E-01 -1.2727672E-01
      46.800 -1.3453616E-01 -1.2428790E-01 -1.3381305E-01 -1.2361987E-01
      47.000 -1.2953749E-01 -1.1969128E-01 -1.2940222E-01 -1.1956628E-01
      47.200 -1.2467884E-01 -1.1522312E-01 -1.2461495E-01 -1.1516407E-01
      47.400 -1.1999442E-01 -1.1091503E-01 -1.1948272E-01 -1.1044205E-01
      47.600 -1.1515826E-01 -1.0646565E-01 -1.1401258E-01 -1.0540645E-01
      47.800 -1.0972416E-01 -1.0146220E-01 -1.0819359E-01 -1.0004687E-01
      48.000 -1.0343303E-01 -9.5664621E-02 -1.0200900E-01 -9.4347545E-02
      48.200 -9.6378645E-02 -8.9159059E-02 -9.5448821E-02 -8.8298886E-02
      48.400 -8.8924918E-02 -8.2281675E-02 -8.8516235E-02 -8.1903523E-02
      48.600 -8.1443623E-02 -7.5376177E-02 -8.1227006E-02 -7.5175698E-02
      48.800 -7.4061404E-02 -6.8559664E-02 -7.3603716E-02 -6.8135975E-02
      49.000 -6.6591060E-02 -6.1658745E-02 -6.5669341E-02 -6.0805297E-02
      49.200 -5.8688407E-02 -5.4354480E-02 -5.7445204E-02 -5.3203083E-02
      49.400 -5.0115843E-02 -4.6426351E-02 -4.8953074E-02 -4.5349184E-02
      49.600 -4.0925301E-02 -3.7921897E-02 -4.0219765E-02 -3.7268138E-02
      49.800 -3.1435218E-02 -2.9135698E-02 -3.1279548E-02 -2.8991416E-02
      50.000 -2.2023695E-02 -2.0417944E-02 -2.2170957E-02 -2.0554470E-02
      50.200 -1.2888038E-02 -1.1951531E-02 -1.2929705E-02 -1.1990171E-02
      50.400 -3.9350787E-03 -3.6501193E-03 -3.5795686E-03 -3.3203536E-03
      50.600  5.1274012E-03  4.7574014E-03  5.8712572E-03  5.4475799E-03
      50.800  1.4573146E-02  1.3525289E-02  1.5427037E-02  1.4317783E-02
      51.000  2.4469519E-02  2.2716494E-02  2.5095201E-02  2.3297352E-02
      51.200  3.4644058E-02  3.2171334E-02  3.4874230E-02  3.2385077E-02
      51.400  4.4816793E-02  4.1630084E-02  4.4745820E-02  4.1564157E-02
      51.600  5.4790884E-02  5.0909957E-02  5.4673641E-02  5.0801019E-02
      51.800  6.4563594E-02  6.0008353E-02  6.4610262E-02  6.0051729E-02
      52.000  7.4284379E-02  6.9064160E-02  7.4507507E-02  6.9271608E-02
      52.200  8.4103653E-02  7.8217314E-02  8.4325691E-02  7.8423812E-02
      52.400  9.4032740E-02  8.7478528E-02  9.4038352E-02  8.7483749E-02
      52.600  1.0391910E-01  9.6706040E-02  1.0363026E-01  9.6437245E-02
      52.800  1.1355213E-01  1.0570384E-01  1.1309222E-01  1.0527572E-01
      53.000  1.2281365E-01  1.1436174E-01  1.2241450E-01  1.1399007E-01
      53.200  1.3175835E-01  1.2273044E-01  1.3158322E-01  1.2256731E-01
      53.400  1.4056227E-01  1.3097374E-01  1.4057949E-01  1.3098979E-01
      53.600  1.4937854E-01  1.3923431E-01  1.4938085E-01  1.3923646E-01
      53.800  1.5820901E-01  1.4751393E-01  1.5796347E-01  1.4728499E-01
      54.000  1.6688609E-01  1.5565638E-01  1.6630267E-01  1.5511222E-01
      54.200  1.7517898E-01  1.6344621E-01  1.7437253E-01  1.6269376E-01
      54.400  1.8294387E-01  1.7074888E-01  1.8214449E-01  1.7000278E-01
      54.600  1.9020744E-01  1.7758883E-01  1.8958664E-01  1.7700922E-01
      54.800  1.9712261E-01  1.8410847E-01  1.9666496E-01  1.8368103E-01
      55.000  2.0382995E-01  1.9043879E-01  2.0334581E-01  1.8998645E-01
      55.200  2.1032917E-01  1.9657936E-01  2.0959984E-01  1.9589770E-01
      55.400  2.1645677E-01  2.0237712E-01  2.1540519E-01  2.0139395E-01
      55.600  2.2198896E-01  2.0762243E-01  2.2074956E-01  2.0646324E-01
      55.800  2.2679561E-01  2.1219294E-01  2.2562963E-01  2.1110203E-01
      56.000  2.3093293E-01  2.1614056E-01  2.3004841E-01  2.1531270E-01
      56.200  2.3460618E-01  2.1965681E-01  2.3401144E-01  2.1909997E-01
      56.400  2.3802611E-01  2.2293860E-01  2.3752283E-01  2.2246722E-01
      56.600  2.4126086E-01  2.2604950E-01  2.4058322E-01  2.2541459E-01
      56.800  2.4418795E-01  2.2887454E-01  2.4318999E-01  2.2793917E-01
      57.000  2.4658108E-01  2.3120121E-01  2.4533984E-01  2.3003739E-01
      57.200  2.4827003E-01  2.3286928E-01  2.4703207E-01  2.3170812E-01
      57.400  2.4926113E-01  2.3388397E-01  2.4827075E-01  2.3295468E-01
      57.600  2.4973424E-01  2.3441335E-01  2.4906451E-01  2.3378471E-01
      57.800  2.4991913E-01  2.3467265E-01  2.4942372E-01  2.3420747E-01
      58.000  2.4993914E-01  2.3477740E-01  2.4935675E-01  2.3423034E-01
      58.200  2.4973099E-01  2.3466794E-01  2.4886740E-01  2.3385644E-01
      58.400  2.4909493E-01  2.3415625E-01  2.4795536E-01  2.3308502E-01
      58.600  2.4783780E-01  2.3306022E-01  2.4662001E-01  2.3191504E-01
      58.800  2.4590855E-01  2.3133115E-01  2.4486568E-01  2.3035010E-01
      59.000  2.4343375E-01  2.2908746E-01  2.4270573E-01  2.2840234E-01
      59.200  2.4063344E-01  2.2653567E-01  2.4016334E-01  2.2609311E-01
      59.400  2.3767987E-01  2.2383768E-01  2.3726794E-01  2.2344974E-01
      59.600  2.3459894E-01  2.2101769E-01  2.3404943E-01  2.2049999E-01
      59.800  2.3127841E-01  2.1796975E-01  2.3053217E-01  2.1726646E-01
      60.000  2.2757032E-01  2.1455413E-01  2.2673184E-01  2.1376361E-01
      60.200  2.2340942E-01  2.1070886E-01  2.2265599E-01  2.0999825E-01
      60.400  2.1886255E-01  2.0649650E-01  2.1830704E-01  2.0597238E-01
      60.600  2.1407806E-01  2.0205666E-01  2.1368656E-01  2.0168714E-01
      60.800  2.0917666E-01  1.9750307E-01  2.0879797E-01  1.9714551E-01
      61.000  2.0416644E-01  1.9284323E-01  2.0364803E-01  1.9235357E-01
      61.200  1.9894304E-01  1.8797840E-01  1.9824663E-01  1.8732037E-01
      61.400  1.9337379E-01  1.8278296E-01  1.9260672E-01  1.8205790E-01
      61.600  1.8740313E-01  1.7720401E-01  1.8674483E-01  1.7658153E-01
      61.800  1.8110328E-01  1.7130945E-01  1.8068143E-01  1.7091041E-01
      62.000  1.7463562E-01  1.6525163E-01  1.7444110E-01  1.6506756E-01
      62.200  1.6815163E-01  1.5917380E-01  1.6805049E-01  1.5907806E-01
      62.400  1.6170494E-01  1.5312670E-01  1.6153529E-01  1.5296606E-01
      62.600  1.5523450E-01  1.4705258E-01  1.5491681E-01  1.4675163E-01
      62.800  1.4862659E-01  1.4084362E-01  1.4820973E-01  1.4044859E-01
      63.000  1.4180806E-01  1.3443037E-01  1.4142281E-01  1.3406516E-01
      63.200  1.3480308E-01  1.2783553E-01  1.3456139E-01  1.2760633E-01
      63.400  1.2771621E-01  1.2115813E-01  1.2763108E-01  1.2107737E-01
      63.600  1.2065822E-01  1.1450322E-01  1.2063984E-01  1.1448577E-01
      63.800  1.1367184E-01  1.0791140E-01  1.1359786E-01  1.0784117E-01
      64.000  1.0671079E-01  1.0133882E-01  1.0651520E-01  1.0115308E-01
      64.200  9.9683588E-02  9.4698616E-02  9.9398194E-02  9.4427494E-02
