       0.000  1.0000000E+00  1.0000000E+00  1.0000000E+00
       2.000  7.6969272E-01  4.5168220E-01  6.1068746E-01
       4.000  7.3047255E-01  2.7477460E-01  5.0262358E-01
       6.000  7.0562776E-01  1.7775199E-01  4.4168988E-01
       8.000  6.8555843E-01  1.1814666E-01  4.0185254E-01
      10.000  6.6694263E-01  8.3150869E-02  3.7504675E-01
      12.000  6.4785632E-01  5.5664672E-02  3.5176050E-01
      14.000  6.3434696E-01  3.7363032E-02  3.3585499E-01
      16.000  6.1943516E-01  2.8448296E-02  3.2394173E-01
      18.000  6.0820526E-01  2.0335534E-02  3.1427040E-01
      20.000  5.9593276E-01  1.6450647E-02  3.0619171E-01
      22.000  5.8523874E-01  1.3479102E-02  2.9935892E-01
      24.000  5.7287467E-01  8.8021231E-03  2.9083840E-01
      26.000  5.6430452E-01  3.7082356E-03  2.8400638E-01
      28.000  5.5671218E-01  5.5774151E-03  2.8114480E-01
      30.000  5.4874669E-01  4.1163463E-03  2.7643152E-01
      32.000  5.3903590E-01  5.4171184E-03  2.7222651E-01
      34.000  5.3107097E-01  2.5888814E-03  2.6682992E-01
      36.000  5.2199778E-01  3.2458257E-03  2.6262180E-01
      38.000  5.1565926E-01  1.7134748E-03  2.5868637E-01
      40.000  5.0865932E-01  9.9679197E-04  2.5482805E-01
      42.000  5.0344255E-01  2.9290874E-03  2.5318582E-01
      44.000  4.9719107E-01  2.5229530E-04  2.4872168E-01
      46.000  4.8948006E-01  2.7525385E-03  2.4611630E-01
      48.000  4.8485006E-01  1.8403962E-03  2.4334523E-01
      50.000  4.7693721E-01  7.9537519E-04  2.3886629E-01
      52.000  4.6884922E-01  1.7394348E-03  2.3529433E-01
      54.000  4.6457805E-01 -2.7172665E-04  2.3215316E-01
      56.000  4.5908657E-01  2.2680296E-03  2.3067730E-01
      58.000  4.5412804E-01  1.4035814E-03  2.2776581E-01
      60.000  4.4935517E-01 -9.2917140E-04  2.2421300E-01
      62.000  4.4355597E-01  2.2513571E-03  2.2290367E-01
      64.000  4.3798130E-01  1.7851904E-03  2.1988324E-01
