       0.000  1.0000000E+00  1.0000000E+00  1.0000000E+00
       2.000  6.3834043E-01  2.5306026E-01  4.4570035E-01
       4.000  5.9091302E-01  1.4602679E-01  3.6846990E-01
       6.000  5.6375899E-01  9.2333834E-02  3.2804641E-01
       8.000  5.4306562E-01  6.2672139E-02  3.0286888E-01
      10.000  5.2694463E-01  4.5584392E-02  2.8626451E-01
      12.000  5.1231813E-01  3.7065540E-02  2.7469184E-01
      14.000  5.0226573E-01  2.5685959E-02  2.6397585E-01
      16.000  4.8941824E-01  1.9491210E-02  2.5445473E-01
      18.000  4.8271016E-01  1.7898410E-02  2.5030429E-01
      20.000  4.7319449E-01  1.2677400E-02  2.4293594E-01
      22.000  4.6748844E-01  1.3859789E-02  2.4067411E-01
      24.000  4.5871886E-01  1.3440609E-02  2.3607974E-01
      26.000  4.5352449E-01  1.0798340E-02  2.3216142E-01
      28.000  4.4913371E-01  9.7178802E-03  2.2942579E-01
      30.000  4.4392965E-01  1.1918637E-02  2.2792415E-01
      32.000  4.3748727E-01  7.9043671E-03  2.2269582E-01
      34.000  4.3425958E-01  7.2304070E-03  2.2074499E-01
      36.000  4.2704434E-01  6.4488352E-03  2.1674659E-01
      38.000  4.2472464E-01  8.3767083E-03  2.1655067E-01
      40.000  4.1866963E-01  8.3588289E-03  2.1351423E-01
      42.000  4.1444099E-01  8.8359626E-03  2.1163848E-01
      44.000  4.1204793E-01  8.5496728E-03  2.1029880E-01
      46.000  4.0647145E-01  8.1754289E-03  2.0732344E-01
      48.000  4.0409339E-01  7.5997691E-03  2.0584658E-01
      50.000  4.0084072E-01  8.1902276E-03  2.0451547E-01
      52.000  3.9533226E-01  4.2522771E-03  1.9979227E-01
      54.000  3.9398565E-01  6.1201079E-03  2.0005288E-01
      56.000  3.9226873E-01  5.7067567E-03  1.9898774E-01
      58.000  3.8828615E-01  5.0935476E-03  1.9668985E-01
      60.000  3.8487571E-01  9.1636067E-03  1.9701966E-01
      62.000  3.8165299E-01  5.1813044E-03  1.9341715E-01
      64.000  3.8024592E-01  3.5985230E-03  1.9192222E-01
      66.000  3.7615588E-01  4.1589031E-03  1.9015739E-01
      68.000  3.7281665E-01  4.8871756E-03  1.8885191E-01
      70.000  3.7092036E-01  5.7370526E-03  1.8832871E-01
      72.000  3.6927576E-01  6.1792528E-03  1.8772751E-01
      74.000  3.6782877E-01  5.0671400E-03  1.8644795E-01
      76.000  3.6630655E-01  4.4933288E-03  1.8539994E-01
      78.000  3.6263455E-01  4.5713544E-03  1.8360295E-01
      80.000  3.5976161E-01  5.9102793E-03  1.8283594E-01
      82.000  3.5750923E-01  2.4650717E-03  1.7998715E-01
      84.000  3.5537097E-01  3.8620514E-03  1.7961651E-01
      86.000  3.5201360E-01  2.8448738E-03  1.7742924E-01
      88.000  3.5136176E-01  4.4623745E-03  1.7791207E-01
      90.000  3.4814412E-01  5.5791614E-03  1.7686164E-01
      92.000  3.4535132E-01  5.8636874E-03  1.7560750E-01
      94.000  3.4453392E-01  4.9391172E-03  1.7473652E-01
      96.000  3.4080955E-01  3.8135442E-03  1.7231155E-01
      98.000  3.4057585E-01  5.9018058E-03  1.7323883E-01
     100.000  3.3919206E-01  5.6113454E-03  1.7240170E-01
     102.000  3.3509546E-01  4.9428237E-03  1.7001914E-01
     104.000  3.3382995E-01  4.2753681E-03  1.6905266E-01
     106.000  3.3288285E-01  1.9424028E-03  1.6741263E-01
     108.000  3.3104061E-01  3.7760840E-03  1.6740835E-01
     110.000  3.2908191E-01  3.9066376E-03  1.6649427E-01
     112.000  3.2601794E-01  4.8711810E-03  1.6544456E-01
     114.000  3.2380880E-01  4.9378035E-03  1.6437330E-01
     116.000  3.2377451E-01  4.9083133E-03  1.6434141E-01
     118.000  3.2263326E-01  3.5955298E-03  1.6311439E-01
     120.000  3.1921552E-01  5.7369240E-03  1.6247622E-01
     122.000  3.2083175E-01  5.1063223E-03  1.6296903E-01
     124.000  3.1678689E-01  3.5165034E-03  1.6015170E-01
     126.000  3.1788533E-01  4.9232590E-03  1.6140429E-01
     128.000  3.1523301E-01  6.4792347E-03  1.6085612E-01
     130.000  3.1539045E-01  3.1901726E-03  1.5929031E-01
     132.000  3.1321764E-01  1.8034839E-03  1.5751056E-01
     134.000  3.0956308E-01  5.2667251E-03  1.5741490E-01
     136.000  3.0928664E-01  6.9994638E-03  1.5814305E-01
     138.000  3.0777629E-01  3.6463640E-03  1.5571133E-01
     140.000  3.0462058E-01  4.5933701E-03  1.5460697E-01
     142.000  3.0470260E-01  4.9210173E-03  1.5481181E-01
     144.000  3.0151615E-01  4.7444640E-03  1.5313031E-01
     146.000  3.0029120E-01  6.1550676E-03  1.5322313E-01
     148.000  3.0091367E-01  5.9479152E-03  1.5343079E-01
     150.000  2.9906740E-01  5.7804833E-03  1.5242394E-01
     152.000  2.9592077E-01  7.5197919E-03  1.5172028E-01
     154.000  2.9701115E-01  6.8546551E-03  1.5193290E-01
     156.000  2.9487229E-01  4.4345680E-03  1.4965343E-01
     158.000  2.9387586E-01  2.7568140E-03  1.4831634E-01
     160.000  2.9311402E-01  2.4321057E-03  1.4777306E-01
     162.000  2.9228625E-01  4.1532648E-03  1.4821976E-01
     164.000  2.9120380E-01  4.4146884E-03  1.4780924E-01
     166.000  2.8905516E-01  4.2875411E-03  1.4667135E-01
     168.000  2.8860202E-01  7.2076449E-03  1.4790483E-01
     170.000  2.8877619E-01  3.2428559E-03  1.4600952E-01
     172.000  2.8641634E-01  3.8429000E-03  1.4512962E-01
     174.000  2.8698253E-01  5.3992163E-03  1.4619087E-01
     176.000  2.8360172E-01  4.4167179E-03  1.4400922E-01
     178.000  2.8151624E-01  5.3792020E-03  1.4344772E-01
     180.000  2.8165068E-01  6.2288274E-03  1.4393975E-01
     182.000  2.7955759E-01  5.1160345E-03  1.4233681E-01
     184.000  2.7883048E-01  4.7768512E-03  1.4180366E-01
     186.000  2.7731196E-01  5.2970819E-03  1.4130452E-01
     188.000  2.7597884E-01  2.1996804E-03  1.3908926E-01
     190.000  2.7524228E-01  5.2740854E-03  1.4025818E-01
     192.000  2.7337704E-01  4.6948799E-03  1.3903596E-01
     194.000  2.7152639E-01  4.4305461E-03  1.3797847E-01
     196.000  2.7262641E-01  4.6373891E-03  1.3863190E-01
     198.000  2.7117982E-01  7.3961332E-03  1.3928798E-01
     200.000  2.7076505E-01  6.1609122E-03  1.3846298E-01
     202.000  2.6903697E-01  6.1534679E-03  1.3759522E-01
     204.000  2.6776776E-01  3.6095440E-03  1.3568865E-01
     206.000  2.6626800E-01  6.8237775E-03  1.3654589E-01
     208.000  2.6486407E-01  3.6976137E-03  1.3428084E-01
     210.000  2.6584119E-01  5.7351290E-03  1.3578816E-01
     212.000  2.6507145E-01  4.9972152E-03  1.3503433E-01
     214.000  2.6327173E-01  4.2208298E-03  1.3374628E-01
     216.000  2.6228161E-01  2.3278299E-03  1.3230472E-01
     218.000  2.5955803E-01  2.8963166E-03  1.3122717E-01
     220.000  2.5988180E-01  6.0969950E-03  1.3298940E-01
     222.000  2.5990322E-01  5.1773341E-03  1.3254028E-01
     224.000  2.5872122E-01  5.0754889E-03  1.3189835E-01
