 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
    0.200000  7.2946084E-01  7.0993923E-01 -1.3133414E+00 -1.2781942E+00
    0.400000  3.3489573E-01  3.2593149E-01 -1.2442840E+00 -1.2109779E+00
    0.600000 -2.1704247E-01 -2.1123082E-01 -1.1287228E+00 -1.0984995E+00
    0.800000 -7.9403568E-01 -7.7276379E-01 -9.6729128E-01 -9.4137794E-01
    1.000000 -1.2566663E+00 -1.2229797E+00 -7.6312554E-01 -7.4266893E-01
    1.200000 -1.4906499E+00 -1.4506605E+00 -5.2325712E-01 -5.0921979E-01
    1.400000 -1.4327330E+00 -1.3942627E+00 -2.5943165E-01 -2.5246565E-01
    1.600000 -1.0842873E+00 -1.0551428E+00  1.2004091E-02  1.1681433E-02
    1.800000 -5.0973288E-01 -4.9601561E-01  2.7129029E-01  2.6398967E-01
    2.000000  1.7934751E-01  1.7451478E-01  4.9740172E-01  4.8399865E-01
    2.200000  8.5015033E-01  8.2720866E-01  6.7079927E-01  6.5269747E-01
    2.400000  1.3781677E+00  1.3409179E+00  7.7626543E-01  7.5528418E-01
    2.600000  1.6732494E+00  1.6279457E+00  8.0525750E-01  7.8345493E-01
    2.800000  1.6963798E+00  1.6503640E+00  7.5729313E-01  7.3675088E-01
    3.000000  1.4638992E+00  1.4241100E+00  6.4007389E-01  6.2267646E-01
    3.200000  1.0391121E+00  1.0108082E+00  4.6830779E-01  4.5555173E-01
    3.400000  5.1424445E-01  5.0020519E-01  2.6145340E-01  2.5431552E-01
    3.600000 -1.2205115E-02 -1.1871101E-02  4.0816632E-02  3.9699614E-02
    3.800000 -4.5699544E-01 -4.4445703E-01 -1.7345672E-01 -1.6869765E-01
    4.000000 -7.6762313E-01 -7.4650550E-01 -3.6495641E-01 -3.5491631E-01
    4.200000 -9.2877392E-01 -9.0315080E-01 -5.2273184E-01 -5.0831065E-01
    4.400000 -9.5928907E-01 -9.3274579E-01 -6.4194157E-01 -6.2417921E-01
    4.600000 -9.0158497E-01 -8.7656117E-01 -7.2343246E-01 -7.0335335E-01
    4.800000 -8.0712535E-01 -7.8465102E-01 -7.7245886E-01 -7.5094982E-01
    5.000000 -7.2210820E-01 -7.0193361E-01 -7.9689570E-01 -7.7463166E-01
    5.200000 -6.7695269E-01 -6.5797361E-01 -8.0535293E-01 -7.8277402E-01
    5.400001 -6.8172233E-01 -6.6254027E-01 -8.0556147E-01 -7.8289486E-01
    5.600001 -7.2777352E-01 -7.0721878E-01 -8.0328963E-01 -7.8060207E-01
    5.800001 -7.9421695E-01 -7.7169846E-01 -8.0189789E-01 -7.7916163E-01
