 # k       S(k)       S(k)_form^2       S(k)_Lorch          S(k)_Lorch_form^2
   52.800030  1.1569704E-01  1.0770050E-01  1.1022543E-01  1.0260707E-01
   53.000027  1.2585307E-01  1.1719200E-01  1.1864624E-01  1.1048113E-01
   53.200024  1.3571032E-01  1.2641163E-01  1.2690341E-01  1.1820816E-01
   53.400022  1.4522161E-01  1.3531524E-01  1.3497627E-01  1.2576880E-01
   53.600019  1.5434622E-01  1.4386463E-01  1.4284438E-01  1.3314388E-01
   53.800017  1.6305086E-01  1.5202847E-01  1.5048789E-01  1.4031477E-01
   54.000014  1.7130976E-01  1.5978239E-01  1.5788738E-01  1.4726319E-01
   54.200011  1.7910504E-01  1.6710931E-01  1.6502421E-01  1.5397156E-01
   54.400009  1.8642638E-01  1.7399925E-01  1.7188054E-01  1.6042303E-01
   54.600006  1.9327054E-01  1.8044873E-01  1.7843933E-01  1.6660144E-01
   54.800004  1.9964090E-01  1.8646050E-01  1.8468467E-01  1.7249169E-01
   55.000001  2.0554631E-01  1.9204239E-01  1.9060163E-01  1.7807954E-01
   55.199999  2.1100030E-01  1.9720661E-01  1.9617659E-01  1.8335197E-01
   55.399996  2.1601969E-01  2.0196847E-01  2.0139708E-01  1.8829700E-01
   55.599993  2.2062357E-01  2.0634540E-01  2.0625205E-01  1.9290396E-01
   55.799991  2.2483193E-01  2.1035570E-01  2.1073180E-01  1.9716343E-01
   55.999988  2.2866446E-01  2.1401740E-01  2.1482800E-01  2.0106723E-01
   56.199986  2.3213952E-01  2.1734733E-01  2.1853380E-01  2.0460858E-01
   56.399983  2.3527304E-01  2.2036003E-01  2.2184375E-01  2.0778196E-01
   56.599981  2.3807781E-01  2.2306714E-01  2.2475385E-01  2.1058325E-01
   56.799978  2.4056273E-01  2.2547667E-01  2.2726149E-01  2.1300956E-01
   56.999975  2.4273255E-01  2.2759272E-01  2.2936543E-01  2.1505934E-01
   57.199973  2.4458760E-01  2.2941528E-01  2.3106578E-01  2.1673225E-01
   57.399970  2.4612386E-01  2.3094023E-01  2.3236389E-01  2.1802913E-01
   57.599968  2.4733328E-01  2.3215969E-01  2.3326233E-01  2.1895198E-01
   57.799965  2.4820426E-01  2.3306240E-01  2.3376482E-01  2.1950385E-01
   57.999963  2.4872234E-01  2.3363441E-01  2.3387614E-01  2.1968881E-01
   58.199960  2.4887102E-01  2.3385984E-01  2.3360205E-01  2.1951185E-01
   58.399957  2.4863274E-01  2.3372178E-01  2.3294923E-01  2.1897884E-01
   58.599955  2.4798985E-01  2.3320320E-01  2.3192519E-01  2.1809641E-01
   58.799952  2.4692571E-01  2.3228802E-01  2.3053819E-01  2.1687194E-01
   58.999950  2.4542570E-01  2.3096201E-01  2.2879715E-01  2.1531344E-01
